CA_county_ansi,tomato_farmland_area(acres),tomato_production(tonnes/acre),lstd_Jun,lstd_Jul,lstd_Aug,lstn_Jun,lstn_Jul,lstn_Aug,gpm_Jun,gpm_Jul,gpm_Aug,ndvi_Jun,ndvi_Jul,ndvi_Aug,ET,year
11,11507,54.14095767793517,36.644000000000005,38.55140000000001,35.678999999999995,19.706,22.164,19.5744,0.039802796905860305,0.004956369957653806,0.013684808218386024,0.5134000000000001,0.5222,0.5224000000000001,4187.383595850942,2013
19,93967,51.57129630615003,35.52469483568074,37.255023474178415,35.408732394366204,16.268826291079815,19.090469483568082,17.45488262910799,0.011069143967082104,0.031409440624217196,0.022370848727102082,0.39253521126760554,0.3944600938967137,0.38938967136150254,2822.9461979913917,2013
29,10495,52.405907575035734,43.015653846153846,43.75038461538463,43.02546153846155,19.336538461538453,22.00499999999999,20.08115384615383,0.013513341580983251,0.04518341328948736,0.015737478260416538,0.26400000000000007,0.25869230769230794,0.2647307692307694,1757.126376988984,2013
31,20605,60.03397233681145,42.5202380952381,43.117380952380955,42.42119047619047,20.709047619047617,23.20833333333332,22.04023809523809,0.005924540261427562,0.014982922313114008,0.006283869966864586,0.3402380952380952,0.3738095238095238,0.39595238095238094,3255.592054263566,2013
39,4439,43.027708943455735,36.42921568627451,38.38843137254903,36.60000000000002,17.748529411764697,20.49666666666666,18.583431372549033,0.007973579870950844,0.024999144073161814,0.02389972982928157,0.44696078431372543,0.44499999999999995,0.4451960784313726,3640.0265174739425,2013
47,34457,21.41799924543634,40.624305555555544,40.984583333333326,39.166250000000005,18.64194444444444,20.923888888888897,19.324027777777776,0.009458350134082139,0.016929148929193616,0.020235814930250246,0.3868055555555557,0.4355555555555554,0.45291666666666686,3324.1215101522844,2013
67,2056,38.42412451361868,41.099999999999994,41.12222222222223,39.24333333333334,17.941481481481485,19.21666666666667,17.563333333333336,0.022247567928085726,0.017071958165615797,0.012464903915921846,0.38296296296296295,0.37962962962962965,0.36724137931034484,3848.7949894142553,2013
69,1527,49.115913555992144,41.27875000000001,42.12089285714286,40.73339285714286,15.714107142857145,17.273750000000003,16.50625,0.00833622200621499,0.012626759087045988,0.006455135298892856,0.32964285714285707,0.3214285714285715,0.309642857142857,2512.280610533378,2013
77,30942,29.21595242712171,39.16875,39.035357142857144,37.066964285714285,17.771071428571435,19.1825,17.701250000000005,0.023016493767499924,0.012636834212268392,0.006823026458732784,0.4514285714285714,0.47857142857142854,0.46821428571428575,3613.1357399197805,2013
95,10341,34.232666086451985,37.025999999999996,36.50333333333333,35.427666666666674,16.87,16.927333333333337,16.650666666666663,0.01871628686785698,0.01613220324118932,0.014171036270757517,0.4116666666666668,0.40466666666666673,0.4258064516129031,4164.204852824185,2013
99,9814,50.23435907886692,40.666274509803934,41.379019607843134,39.22294117647059,18.824117647058824,21.158235294117645,19.240392156862743,0.016129390336573124,0.011538229816194092,0.00725606845558754,0.3972549019607843,0.42058823529411765,0.4231372549019608,3267.278728961114,2013
101,13051,20.76469236073864,36.10041666666667,36.15791666666666,35.181666666666665,19.575833333333332,20.50625,18.291666666666668,0.025993109680712223,0.0058862544829025865,0.008247079909779131,0.5316666666666666,0.5783333333333333,0.5741666666666666,4359.985076514481,2013
113,39269,40.08250783060429,37.725,38.62725000000001,36.9185,18.80475,20.176250000000003,18.5225,0.025997367687523365,0.0066444962026758324,0.006179753173556592,0.4712500000000002,0.4739999999999999,0.4630000000000001,3991.6406035665295,2013
11,11507,68.0455374989137,37.7852,39.4826,37.8952,20.224000000000004,21.949800000000003,20.774999999999995,0.0044194364454597235,0.014572505897376686,0.033018143847584724,0.47259999999999985,0.47840000000000005,0.46980000000000005,3533.7988859008838,2014
19,93967,47.2506305405089,36.09666666666667,37.174460093896684,35.58333333333333,15.785962441314563,18.87957746478873,17.764647887323935,0.0051572271234666305,0.036847103247419,0.019098400774722298,0.37206572769953067,0.3790610328638497,0.37671361502347417,2626.607962697274,2014
29,10495,70.50976655550262,43.42907692307694,43.899807692307704,43.33684615384618,18.82096153846156,21.685038461538458,20.67253846153848,0.0037143861773074605,0.03351071048527956,0.039169823098927734,0.25042307692307714,0.24334615384615382,0.24476923076923096,1638.098907824122,2014
31,20605,78.8158214025722,43.510714285714286,43.575714285714284,43.64761904761905,20.071904761904765,23.17547619047619,22.638095238095236,0.0018611736466280287,0.010749918719132742,0.014868451851523586,0.3147619047619048,0.33738095238095245,0.3233333333333334,2965.7921511627906,2014
39,4439,68.48389276864158,36.28078431372549,38.0642156862745,36.90823529411765,17.23,20.41558823529411,19.30803921568628,0.00376276589748967,0.03039710937688748,0.01414102623756561,0.4232352941176471,0.42617647058823516,0.4233333333333332,3378.3076333537706,2014
47,34457,33.60710450706678,41.379166666666656,41.367777777777775,40.368472222222216,18.524305555555557,20.827777777777776,20.269583333333333,0.0029388231438739845,0.015165119819963971,0.009062816388905048,0.3630555555555557,0.4056944444444443,0.4143055555555557,3055.676078680203,2014
77,30942,46.958826190937884,39.68535714285714,39.08482142857144,37.505178571428566,17.406250000000004,19.14892857142857,18.57232142857143,0.003973990251931052,0.018609001301229,0.012720114163433513,0.4264285714285715,0.4578571428571429,0.45821428571428574,3652.6786292308775,2014
95,10341,42.065564258775744,37.38161290322581,36.410333333333334,34.876999999999995,16.752,17.193666666666665,17.026666666666667,0.007404676017661889,0.02900346756602327,0.030194537714123726,0.4073333333333334,0.3946666666666668,0.3920000000000001,4129.281622911694,2014
99,9814,46.56613001834115,40.914313725490196,41.406470588235294,39.93098039215686,18.543333333333333,20.958823529411767,20.164117647058816,0.0040156095554786065,0.016117245757154057,0.008284126741013356,0.37784313725490204,0.3947058823529412,0.39784313725490195,3174.478090539756,2014
101,13051,33.86713661788369,37.410000000000004,37.52458333333333,36.84583333333333,19.736249999999995,20.6675,19.185416666666665,0.0028037157899234444,0.020557335577905178,0.029360702261328697,0.50125,0.5429166666666667,0.5274999999999999,4076.147970153029,2014
113,39269,43.774987903944584,39.136500000000005,39.31600000000001,38.13825,18.976750000000006,20.19025,19.34975,0.0033077317574578854,0.017891609006457858,0.03098210713101758,0.449,0.4405000000000001,0.43025,3664.842706904435,2014
19,93967,48.474464439643704,36.307934272300464,35.49920187793428,36.322206572769964,16.754929577464775,17.541643192488273,17.88464788732396,0.02512749204567323,0.03794976162413756,0.010717863147147,0.38671361502347446,0.39131455399061055,0.37887323943662,3015.8095408895265,2015
29,10495,63.07765602667937,43.4811153846154,43.02750000000001,43.55215384615385,19.69434615384614,20.91534615384616,21.043846153846165,0.031365266116335985,0.043207820341922346,0.017593821370974184,0.2659615384615383,0.2572692307692307,0.25169230769230744,2003.4372705018359,2015
31,20605,65.32395049745207,44.14690476190475,43.41833333333334,43.73357142857142,21.58738095238095,22.959047619047617,22.61785714285715,0.009023790609919362,0.03251988378663858,0.005678776625750793,0.33142857142857146,0.35261904761904755,0.3249999999999999,3336.8318798449613,2015
47,34457,39.64361377949328,42.04152777777779,40.483055555555545,40.08541666666667,19.672638888888898,20.579444444444455,19.656388888888888,0.011852404296708604,0.01971701819760104,0.006615434307605028,0.38958333333333334,0.4118055555555557,0.4133333333333332,3544.4871510152284,2015
67,2056,82.19844357976653,41.31444444444445,40.294074074074075,39.17111111111111,18.27814814814815,19.26814814814815,17.77777777777778,0.03714378488560518,0.05146125921358665,0.009305886924266815,0.38481481481481483,0.36703703703703705,0.3585185185185185,3975.42413549753,2015
77,30942,46.474048219248914,39.547321428571436,38.02571428571429,37.65732142857143,17.825178571428577,19.124107142857138,17.78535714285714,0.024252865463495255,0.022434812660018604,0.006661961631228526,0.46232142857142877,0.47374999999999995,0.45803571428571427,3928.6080501020338,2015
95,10341,47.57760371337395,36.70466666666666,36.42066666666666,36.035000000000004,16.668666666666674,17.819000000000003,16.852,0.032877945030728974,0.05194470286369324,0.011456832755357027,0.41700000000000015,0.3976666666666668,0.3856666666666667,4480.877088305489,2015
99,9814,37.72162217240677,41.15254901960784,40.039607843137254,39.48215686274511,19.52705882352941,20.67764705882353,19.456078431372553,0.016865038312971592,0.018275108188390732,0.0064872735113437685,0.4039215686274508,0.40843137254901973,0.4047058823529413,3592.1749854904238,2015
101,13051,41.29951727836947,37.90333333333333,36.812083333333334,35.96333333333333,20.70208333333333,20.552083333333332,18.302916666666665,0.02016670862212777,0.02804635837674141,0.005066534969955683,0.5104166666666667,0.5308333333333333,0.5083333333333334,4127.317693183255,2015
113,39269,47.5438641167333,38.605999999999995,38.33024999999999,37.23425000000001,19.48025,20.38875,18.64625,0.025272538988954492,0.03100394354098373,0.005803705969204505,0.4660000000000001,0.45150000000000007,0.43100000000000016,3927.9467306812985,2015
11,11507,66.65507951681585,36.16940000000001,37.68000000000001,37.0848,19.865999999999996,21.233800000000002,19.865999999999993,0.02238398080226034,0.003237596625695005,0.0031404878536704928,0.5214000000000001,0.5214,0.4979999999999999,4559.840376488667,2016
19,93967,42.376579011780734,35.60793427230047,37.51366197183097,36.609342723004694,16.109342723004694,18.4656338028169,17.356760563380277,0.025000483728945255,0.006417399252920101,0.006029662784809867,0.37849765258216,0.37929577464788733,0.3654460093896717,3139.3131276901004,2016
29,10495,61.457837065269175,42.58426923076924,43.47346153846156,43.27438461538463,19.50688461538461,21.5173846153846,21.22184615384615,0.014097543520620093,0.011089647182961926,0.012384443182963879,0.2705384615384615,0.25553846153846166,0.2464615384615383,2184.09387063365,2016
31,20605,71.7301625818976,42.985,43.16928571428572,43.10357142857143,20.197142857142854,22.33642857142857,21.56904761904762,0.00820549114400314,0.0036868964477131763,0.0034764017909765244,0.3347619047619047,0.3457142857142857,0.3216666666666667,3331.24757751938,2016
47,34457,31.865803755405288,40.67819444444444,40.53694444444444,38.92958333333334,18.386527777777772,19.94791666666667,19.304583333333326,0.005909608211368322,0.005486250466977556,0.004389545298181474,0.38666666666666655,0.40708333333333324,0.4094444444444446,3969.538864213198,2016
67,2056,47.811284046692606,40.4062962962963,40.7137037037037,38.548148148148144,17.420370370370375,18.951851851851856,17.935517241379305,0.008715284056961536,0.007656622212380171,0.00977605899485449,0.36703703703703705,0.35296296296296287,0.34555555555555556,4467.2688779110795,2016
69,1527,19.7773411918795,40.59535714285715,40.379107142857144,38.96125,15.831785714285711,16.7275,16.974464285714287,0.006567835807800293,0.004699863208871748,0.005037768355881174,0.35107142857142853,0.32446428571428576,0.31999999999999995,2714.641563233814,2016
77,30942,34.063732144011375,38.58232142857143,38.87785714285714,36.59928571428571,16.96428571428571,18.42035714285715,16.943928571428575,0.0065179769493018585,0.004811127514888843,0.007831237938565513,0.44035714285714317,0.44964285714285734,0.4539285714285713,4524.089508127507,2016
95,10341,43.999613190213715,35.62933333333333,36.456,34.35266666666667,16.585666666666665,17.368,16.330000000000002,0.009672568257277211,0.0087832718466719,0.009164915808166066,0.4063333333333333,0.3866666666666668,0.38000000000000006,4938.344868735084,2016
99,9814,30.415732626859587,39.80705882352942,40.42843137254902,38.49921568627451,18.202941176470585,19.86686274509804,19.105294117647063,0.006338878135596003,0.0043046411925128526,0.005394413002899715,0.4076470588235294,0.4009803921568628,0.3996078431372549,4077.3998839233896,2016
101,13051,38.54110796107578,35.44624999999999,35.83749999999999,35.23999999999999,19.702916666666667,20.048333333333332,18.175416666666667,0.0169556790497154,0.0030011473572812974,0.00370168371591717,0.5399999999999999,0.5741666666666667,0.5541666666666666,4903.051220437587,2016
113,39269,42.75637271129899,37.0495,38.056000000000004,37.325,18.749750000000006,19.942500000000003,18.502250000000004,0.01050835620197985,0.003490016588734256,0.003876899472541279,0.4625000000000001,0.4607500000000001,0.43599999999999994,4529.346822130773,2016
11,10226,58.458830432231565,35.4306,38.8878,36.699200000000005,19.6792,22.434400000000004,22.114599999999992,0.01581702206749469,0.002343172542168759,0.016430936055257916,0.5152000000000001,0.5184000000000001,0.4972000000000001,4122.295812524011,2017
13,1737,84.76914219919401,34.44052631578948,37.24052631578948,34.0057894736842,16.54263157894737,18.426315789473687,17.471052631578942,0.0216502429296573,0.005785314831882715,0.0224094707518816,0.4073684210526316,0.3752631578947368,0.3589473684210526,4842.5763005780345,2017
19,84687,43.34077249164571,33.57507042253523,36.88347417840375,35.253333333333345,15.950281690140852,19.19291079812207,18.734741784037567,0.01785235273030897,0.017581240778478485,0.03931162916123867,0.37333333333333324,0.39460093896713605,0.3922535211267608,3179.811692969871,2017
29,9533,45.23235078149585,42.30446153846154,43.53826923076922,42.94461538461537,19.803846153846166,22.687961538461536,22.24657692307692,0.009690678119659424,0.01992550303111784,0.029511546448338775,0.29215384615384626,0.27919230769230785,0.274076923076923,2132.8214857358066,2017
31,25045,51.786783789179474,41.397380952380956,42.178095238095246,41.86333333333333,21.24619047619047,23.156428571428567,23.392619047619043,0.0075032468885183334,0.006681413544962804,0.022996811247948144,0.3654761904761905,0.40595238095238095,0.3788095238095238,3363.185562015504,2017
39,3489,69.33218687302953,35.19196078431374,38.26656862745099,36.36735294117647,17.084313725490198,20.496568627450973,19.975294117647053,0.020016852041913405,0.007828273111954331,0.0303945692980455,0.4294117647058823,0.43166666666666675,0.42235294117647065,3525.8828939301043,2017
47,27747,32.835982268353334,39.19402777777779,41.287222222222205,38.52347222222223,19.17819444444445,21.313749999999995,20.75513888888889,0.011258266866207123,0.0067077352238508565,0.04354482206205527,0.39277777777777784,0.4252777777777778,0.42333333333333345,3621.5394987309646,2017
67,1598,27.09637046307885,38.81444444444445,41.87592592592593,38.23296296296297,17.797777777777778,20.094074074074072,19.21740740740741,0.03152245624611775,0.00645032439691325,0.03233372947822014,0.37888888888888883,0.3596296296296297,0.3522222222222222,4365.917784050812,2017
69,1191,30.47439126784215,38.33160714285713,41.18589285714285,39.2855357142857,15.82678571428571,17.77535714285714,17.923571428571435,0.007885761817710267,0.004289049422368407,0.021794427807132404,0.36178571428571427,0.3323214285714286,0.3260714285714285,2984.292519288829,2017
77,20525,42.095006090133985,37.39678571428571,39.852500000000006,36.284642857142856,17.790357142857147,19.818035714285713,18.878214285714286,0.02811297122389078,0.006489618836591641,0.03758967388421297,0.4501785714285716,0.46125,0.4617857142857142,4208.230033072971,2017
95,9454,36.111698751851065,34.54633333333334,37.32033333333334,34.02133333333334,16.659666666666663,18.295333333333335,17.49566666666667,0.020443882948408525,0.00598953307295839,0.03514557797461748,0.43400000000000005,0.4039999999999999,0.3993333333333334,4850.918058870327,2017
99,6415,38.908807482462976,38.29941176470588,41.34725490196079,38.05568627450981,18.753529411764713,21.36882352941176,20.74823529411765,0.011818381292479379,0.013098602016855563,0.0296300436769213,0.4133333333333332,0.4094117647058822,0.40882352941176475,3706.7565293093444,2017
101,11123,28.841139980221165,36.22708333333333,38.2825,35.80208333333333,19.96708333333333,21.39125,20.448749999999997,0.022926331963390112,0.0022568052809219807,0.015997579786926508,0.505,0.5441666666666668,0.5320833333333334,4526.787277096244,2017
113,32786,37.97657536753492,36.118750000000006,39.419,36.69774999999999,18.7155,21.0435,20.458000000000002,0.01744377168102397,0.0028401276148441765,0.022382576742933855,0.46850000000000014,0.46325000000000005,0.4455,4232.349336991312,2017
11,10226,66.50694308625073,35.5694,38.127199999999995,35.41459999999999,19.171600000000005,21.971400000000003,19.1006,0.005870559572940692,0.008236096473410726,0.005557449709158391,0.5159999999999998,0.5134000000000001,0.45540000000000014,3677.4554360353436,2018
13,1737,102.3028209556707,34.61368421052632,35.629999999999995,33.42421052631579,15.962105263157897,16.527368421052632,16.367894736842107,0.01129928883165121,0.017928307875990868,0.01312325056642294,0.39473684210526316,0.3678947368421052,0.3589473684210526,4577.565028901734,2018
19,84687,50.38907978792495,35.750000000000014,36.64131455399061,35.48098591549293,15.73267605633802,19.25215962441316,17.438215962441326,0.005134174316966286,0.060886464267969134,0.020448571435796717,0.3911737089201879,0.3959154929577464,0.3859154929577465,2851.6237446197993,2018
21,1020,48.23529411764706,35.91325,38.0275,34.520500000000006,18.827,22.029500000000002,19.198,0.0094543166924268,0.008419858990237117,0.005950113118160516,0.5322500000000001,0.5222499999999999,0.4977500000000001,3025.712215320911,2018
29,9533,38.84401552501836,42.737884615384615,43.73023076923079,42.86100000000001,18.717307692307703,22.478846153846135,20.724576923076913,0.005332668384653516,0.033524540299549696,0.02291104590985924,0.2757692307692306,0.26188461538461527,0.2550769230769229,1769.0956124658694,2018
31,25045,61.49730485126772,42.30904761904762,42.25071428571429,41.548809523809524,19.343333333333327,22.71690476190476,20.734761904761914,0.0028707654241265524,0.013346368033025,0.008256880773438348,0.35547619047619045,0.3730952380952381,0.35095238095238085,2907.3643410852715,2018
47,27747,41.481962013911414,39.821111111111115,40.32208333333333,38.114166666666655,17.536250000000003,20.365,18.14930555555555,0.003684113617055118,0.01686941545146207,0.008945181771802405,0.38541666666666663,0.4125000000000001,0.422361111111111,3403.651967005076,2018
67,1598,38.6107634543179,38.794444444444444,39.33481481481481,36.67037037037037,16.37962962962963,18.114074074074075,16.706296296296298,0.010358015075325966,0.01903587331374486,0.014263094402849674,0.38000000000000006,0.3633333333333333,0.35740740740740734,4104.115737473536,2018
77,20525,43.85870889159561,38.00732142857144,37.84928571428572,35.35464285714285,16.451785714285712,18.45553571428572,16.57446428571429,0.007065444563825925,0.01866894510264198,0.011338890918220082,0.44482142857142876,0.45857142857142863,0.45982142857142877,4002.824150306101,2018
95,9454,46.42479373810028,34.867000000000004,35.086999999999996,33.07566666666668,15.815000000000003,16.237999999999996,15.87066666666667,0.011472259958585104,0.020083371549844742,0.014594855718314648,0.42333333333333323,0.39000000000000007,0.3793333333333335,4495.337311058075,2018
99,6415,45.05066250974279,39.169803921568636,40.29274509803921,37.91607843137254,17.55450980392157,20.612941176470592,18.116470588235302,0.00634505257143506,0.015485548414289951,0.009499807309891497,0.40137254901960784,0.40117647058823525,0.4045098039215686,3555.591120139292,2018
101,11123,41.65243189786928,35.10166666666667,35.250833333333325,33.08041666666667,18.657500000000002,19.919999999999998,17.475416666666664,0.006600619410164654,0.013192081358283758,0.006390291149728,0.5425000000000001,0.5845833333333333,0.5416666666666669,4278.385481219173,2018
113,32786,45.97694137741719,36.19475,38.18599999999999,35.733,17.7505,19.652250000000002,17.723,0.005865441247199972,0.018582725897431374,0.007255339218924443,0.4755000000000001,0.46674999999999994,0.42675,3979.181298582533,2018
11,10226,59.622530803833364,35.26060000000001,36.3628,37.0688,19.320600000000002,20.6494,20.499400000000005,0.011291240400169045,0.0060116288950666785,0.008635840844362974,0.5012,0.4927999999999998,0.4802,4753.595466769112,2019
13,1737,103.1663788140472,34.25052631578948,34.5121052631579,35.87736842105263,15.367368421052632,16.54157894736842,17.585789473684212,0.017504912801086903,0.014011355737845102,0.01500204453865687,0.43105263157894735,0.3957894736842106,0.3815789473684211,5000.0809248554915,2019
19,84687,45.36705751768276,32.11286384976524,35.2026291079812,35.47877934272301,14.127558685445997,17.364413145539906,17.79685446009391,0.04877923610620201,0.028843447441856067,0.014216157095506787,0.3927699530516432,0.4096244131455401,0.4043661971830987,3587.128407460545,2019
21,1020,51.568627450980394,34.25875,35.278999999999996,35.91850000000001,19.253000000000004,20.706500000000002,20.397,0.009826460969634354,0.0066557510290294886,0.011179577792063355,0.5589999999999999,0.53325,0.5245000000000002,4169.523257418909,2019
29,9533,31.805307877897828,41.3568846153846,42.38596153846154,42.74523076923073,18.2923076923077,20.74496153846155,20.7053076923077,0.02356576700694859,0.017466716084163635,0.014568415167741478,0.30915384615384595,0.2938076923076921,0.2805384615384615,2565.660342717258,2019
31,25045,57.25693751247754,42.09285714285714,41.00333333333334,41.27357142857143,19.238571428571433,21.784047619047616,21.331666666666667,0.017901785464750394,0.013902873758019673,0.007257300636006726,0.370952380952381,0.3895238095238095,0.3745238095238096,3761.452196382429,2019
47,27747,36.112012109417236,39.47263888888889,39.28541666666668,38.872083333333336,17.835833333333337,19.1475,19.439166666666665,0.0096567845903337,0.011809003888629377,0.009617468458600342,0.41541666666666666,0.43124999999999997,0.4441666666666667,4123.191148477157,2019
67,1598,31.97747183979975,38.33444444444444,38.680740740740745,39.62074074074074,16.950740740740738,18.257777777777775,18.65555555555556,0.016843668185174465,0.014878801535815,0.013953220564872026,0.41962962962962963,0.3862962962962962,0.37148148148148147,4669.078687367678,2019
77,20525,35.21071863580999,37.18964285714286,36.99303571428571,37.327857142857155,17.06696428571429,17.819642857142853,18.533571428571427,0.014331073344995579,0.01360136161868771,0.011984280155350765,0.48535714285714276,0.47660714285714306,0.4762500000000002,4584.061220181549,2019
95,9454,43.706367675058175,34.022000000000006,34.23433333333334,35.895,15.57633333333333,16.52233333333334,17.615666666666673,0.017782270753135283,0.013980548518399397,0.014913786202669144,0.4803333333333334,0.431,0.41533333333333317,5041.905727923628,2019
99,6415,55.4169914263445,37.910000000000004,38.35862745098039,38.57509803921568,17.965686274509807,19.02980392156863,19.635294117647064,0.010855364613234997,0.011761777169470276,0.009073836662407433,0.4515686274509805,0.43392156862745085,0.4337254901960785,4197.1400174114915,2019
101,11123,34.45113728310707,34.65375,34.53875,35.400416666666665,19.23333333333333,19.749583333333327,19.231666666666666,0.011271174065768719,0.007104561431333423,0.0077101910719648,0.5475,0.57875,0.5829166666666667,5100.265966864803,2019
113,32786,46.60525834197524,35.42425000000001,36.31775,37.242,17.951749999999997,19.281,19.610999999999997,0.012519578656388653,0.007751997353302108,0.008558366447687149,0.5045,0.48850000000000005,0.4664999999999999,4601.481938728853,2019
